certificate,genre,rate,metascore,votes,gross,critic_reviews,popularity,awards_wins,awards_nominations,Oscar_Best_Picture_won,Oscar_Best_Picture_nominated,Oscar_Best_Director_won,Oscar_Best_Actor_won,Oscar_Best_Actress_won
PG-13,Action|Adventure|Sci-Fi,6.5999999,65.0,189665,281670000.0,400.0,360.0,0,2,No,No,No,No,No
R,Comedy|Romance,5.0999999,36.0,87626,38540000.0,202.0,1030.0,0,0,No,No,No,No,No
R,Action|Biography|Drama,8.10000038,75.0,328676,26900000.0,394.0,935.0,2,18,No,No,No,No,No
R,Drama|Music,7.4000001,62.0,107045,16170000.0,282.0,1113.0,0,4,No,No,No,No,No
PG-13,Action|Adventure|Fantasy,7.0999999,54.0,430511,206360000.0,493.0,897.0,0,1,No,No,No,No,No
PG-13,Comedy|Music|Romance,7.19999981,66.0,221107,65000000.0,223.0,325.0,0,4,No,No,No,No,No
PG-13,History,4.19999981,,507,670000.0,1.0,,0,0,No,No,No,No,No
PG-13,Comedy|Drama,7.5,82.0,16470,2010000.0,170.0,,0,0,No,No,No,No,No
PG-13,Animation|Biography|Drama,7.80000019,83.0,47435,5200000.0,308.0,3558.0,3,13,No,No,No,No,No
PG-13,Action|Adventure|Sci-Fi,8.10000038,76.0,721743,333130000.0,661.0,138.0,12,23,No,No,No,No,No
PG-13,Action|Adventure|Drama,6.9000001,87.0,62013,6260000.0,348.0,2089.0,2,6,No,No,No,No,No
Not Rated,Drama|Music|Romance,7.80000019,71.0,31225,30000.0,200.0,2228.0,0,1,No,No,No,No,No
R,Biography|Drama|History,8.10000038,96.0,465646,56670000.0,601.0,457.0,35,100,Yes,Yes,No,No,No
PG-13,Action|Adventure|Fantasy,6.30000019,48.0,7486,,43.0,42.0,0,0,No,No,No,No,No
R,Drama|Music,7.4000001,92.0,102948,13210000.0,539.0,1720.0,6,38,No,No,No,No,No
PG-13,Action|Crime|Sport,5.30000019,34.0,41371,28770000.0,172.0,599.0,0,0,No,No,No,No,No
R,Drama,7.4000001,81.0,18723,2340000.0,232.0,4264.0,0,0,No,No,No,No,No
R,Biography|Drama,7.19999981,82.0,110782,17750000.0,423.0,751.0,7,33,No,No,No,No,No
PG-13,Biography|Drama|Thriller,8.10000038,73.0,511321,91120000.0,456.0,217.0,6,45,No,Yes,No,No,No
PG-13,Action|Adventure|Fantasy,6.4000001,36.0,44969,51200000.0,243.0,23.0,0,0,No,No,No,No,No
PG,Animation|Adventure|Comedy,8.19999981,94.0,388047,356450000.0,544.0,372.0,14,34,No,No,No,No,No
R,Crime|Drama,5.30000019,63.0,112039,14120000.0,445.0,750.0,1,3,No,No,No,No,No
PG-13,Action|Adventure|Drama,7.5999999,79.0,329334,208540000.0,524.0,1095.0,2,8,No,No,No,No,No
R,Drama,8.30000019,76.0,185009,610000.0,352.0,799.0,0,7,No,No,No,No,No
PG-13,Action|Adventure|Sci-Fi,5.69999981,32.0,249971,245430000.0,384.0,225.0,1,1,No,No,No,No,No
R,Adventure|Comedy,7.0999999,58.0,28557,940000.0,143.0,2933.0,0,0,No,No,No,No,No
R,Drama|History|War,8.5,71.0,51138,65090000.0,257.0,14.0,7,32,No,Yes,No,No,No
PG-13,Drama|Fantasy,7.30000019,86.0,71897,12784397.0,664.0,4553.0,8,25,No,Yes,No,No,No
PG-13,Biography|Comedy|Drama,7.5,65.0,123256,83300000.0,411.0,1892.0,0,22,No,No,No,No,No
R,Action|Crime|Drama,7.4000001,51.0,104713,86200000.0,276.0,25.0,0,0,No,No,No,No,No
R,Action|Biography|Drama,7.30000019,72.0,341092,350120000.0,494.0,423.0,5,18,No,Yes,No,No,No
PG,Adventure|Comedy|Drama,6.0,69.0,106382,128000000.0,325.0,597.0,1,22,No,No,No,No,No
R,Horror|Sci-Fi|Thriller,5.69999981,41.0,150051,64420000.0,370.0,1159.0,0,0,No,No,No,No,No
PG-13,Comedy,5.4000001,19.0,111737,133670000.0,138.0,787.0,0,1,No,No,No,No,No
PG-13,Comedy|Romance,6.0,39.0,108326,83910000.0,198.0,1219.0,0,1,No,No,No,No,No
R,Drama|Romance,7.9000001,94.0,101404,8110000.0,409.0,2410.0,2,12,No,No,No,No,No
PG,Animation|Action|Adventure,7.9000001,74.0,296501,222490000.0,389.0,586.0,0,10,No,No,No,No,No
R,Crime|Drama|Mystery,8.10000038,79.0,608769,167740000.0,576.0,86.0,14,39,No,No,No,No,No
R,Adventure|Comedy|Drama,8.10000038,88.0,508058,59070000.0,542.0,260.0,25,73,No,Yes,No,No,No
PG-13,Comedy,5.69999981,31.0,12016,26280000.0,102.0,1012.0,0,0,No,No,No,No,No
PG,Animation|Adventure|Comedy,7.5,74.0,438504,400740000.0,417.0,283.0,12,22,No,No,No,No,No
R,Action|Thriller,6.5,41.0,210461,98900000.0,362.0,1170.0,0,0,No,No,No,No,No
PG-13,Biography|Drama|History,7.0999999,60.0,22175,8320000.0,212.0,,1,7,No,No,No,No,No
R,Adventure|Biography|Drama,7.0999999,76.0,92465,37880000.0,351.0,840.0,1,12,No,No,No,No,No
PG-13,Adventure|Fantasy,7.4000001,59.0,373125,255110000.0,425.0,495.0,0,12,No,No,No,No,No
R,Drama|Romance|Thriller,4.0999999,46.0,229232,166150000.0,369.0,109.0,0,3,No,No,No,No,No
PG-13,Action|Adventure|Thriller,6.0999999,35.0,133235,39290000.0,324.0,1019.0,0,0,No,No,No,No,No
PG-13,Drama,7.30000019,78.0,156398,33404871.0,420.0,2076.0,12,27,No,No,No,No,Yes
PG-13,Action|Drama|Thriller,6.4000001,52.0,169764,73100000.0,340.0,1140.0,0,1,No,No,No,No,No
Not Rated,Drama,7.69999981,86.0,59670,2840000.0,280.0,2341.0,2,11,No,No,No,No,No
R,Crime|Drama,6.80000019,48.0,5208,5610000.0,158.0,12.0,0,1,No,No,No,No,No
PG-13,Comedy|Drama,7.0999999,51.0,151093,75270000.0,246.0,507.0,0,1,No,No,No,No,No
PG-13,Action|Adventure|Thriller,6.80000019,60.0,297783,200070000.0,619.0,246.0,1,7,No,No,No,No,No
PG,Animation|Adventure|Comedy,8.69999981,81.0,73974,202700000.0,295.0,25.0,14,19,No,No,No,No,No
PG-13,Drama|Romance,7.5,87.0,88755,38317535.0,364.0,310.0,4,37,No,Yes,No,No,No
PG-13,Action|Adventure|Thriller,7.4000001,75.0,248632,195000000.0,472.0,448.0,0,8,No,No,No,No,No
R,Comedy|Crime|Drama,6.5999999,56.0,159964,53850000.0,282.0,433.0,0,0,No,No,No,No,No
PG-13,Action|Comedy,5.80000019,34.0,15330,14900000.0,74.0,57.0,0,0,No,No,No,No,No
PG-13,Action|Adventure|Sci-Fi,7.4000001,66.0,494557,458990000.0,648.0,220.0,0,1,No,No,No,No,No
R,Drama,7.5,85.0,13882,,124.0,56.0,3,19,No,No,No,No,No
Not Rated,Drama|Mystery|Thriller,6.69999981,74.0,34119,230000.0,190.0,531.0,0,0,No,No,No,No,No
R,Animation|Comedy|Drama,7.30000019,88.0,41612,3440000.0,347.0,1227.0,3,16,No,No,No,No,No
R,Action|Crime|Thriller,6.30000019,38.0,52584,24980000.0,175.0,2145.0,0,0,No,No,No,No,No
R,Drama|Romance,7.19999981,95.0,73753,250000.0,417.0,801.0,12,69,No,No,No,No,No
R,Adventure|Horror,5.4000001,38.0,24494,7190000.0,291.0,1304.0,0,0,No,No,No,No,No
R,Comedy|Crime|Thriller,6.30000019,42.0,90688,36920000.0,231.0,910.0,0,0,No,No,No,No,No
PG-13,Action|Adventure|Western,7.0,54.0,88471,93380000.0,314.0,31.0,0,0,No,No,No,No,No
PG-13,Biography|Drama,7.5999999,77.0,78805,37707719.0,356.0,3200.0,2,21,No,Yes,No,No,No
PG-13,Drama,6.5999999,56.0,90841,56440000.0,320.0,425.0,1,9,No,No,No,No,No
R,Biography|Drama|History,6.80000019,94.0,19358,3960000.0,263.0,4756.0,2,20,No,No,No,No,No
PG-13,Action|Adventure|Fantasy,8.10000038,81.0,627665,936630000.0,814.0,75.0,3,23,No,No,No,No,No
R,Comedy|Drama,6.5999999,42.0,71128,13650000.0,180.0,358.0,0,0,No,No,No,No,No
PG-13,Action|Adventure|Fantasy,7.5,85.0,303155,610800000.0,576.0,19.0,0,11,No,No,No,No,No
PG-13,Drama|Mystery|Sci-Fi,8.30000019,81.0,131024,94130000.0,514.0,4.0,6,59,No,Yes,No,No,No
PG,Drama|Family,8.10000038,66.0,24346,130560000.0,173.0,65.0,0,6,No,No,No,No,No
PG-13,Drama|Romance,7.19999981,60.0,15686,12530000.0,200.0,100.0,0,0,No,No,No,No,No
R,Comedy|Romance|Western,6.0999999,44.0,141084,42620000.0,307.0,954.0,0,0,No,No,No,No,No
R,Comedy|Drama|Romance,7.80000019,88.0,420750,42340000.0,593.0,295.0,37,87,Yes,Yes,Yes,No,No
PG,Animation|Drama|Fantasy,8.10000038,89.0,21026,700000.0,168.0,,2,8,No,No,No,No,No
R,Crime|Drama|Western,7.69999981,88.0,63359,26860000.0,310.0,69.0,1,30,No,Yes,No,No,No
R,Drama|Music,8.5,88.0,443341,13090000.0,541.0,89.0,13,34,No,Yes,No,No,No
PG-13,Drama|Romance,7.80000019,69.0,262538,124870000.0,326.0,681.0,2,4,No,No,No,No,No
PG-13,Action|Adventure|Sci-Fi,7.0999999,68.0,149563,158804470.0,424.0,137.0,0,2,No,No,No,No,No
PG-13,Drama,7.69999981,78.0,8505,43130000.0,134.0,46.0,7,27,No,Yes,No,No,No
R,Drama,7.0999999,81.0,96843,1360000.0,351.0,828.0,1,2,No,No,No,No,No
PG,Animation|Adventure|Comedy,6.5999999,61.0,96807,368310000.0,250.0,49.0,0,3,No,No,No,No,No
R,Action|Drama|War,7.5999999,64.0,320354,85710000.0,413.0,412.0,1,5,No,No,No,No,No
PG-13,Drama,7.4000001,91.0,37468,3830000.0,273.0,4384.0,4,17,No,No,No,No,No
PG-13,Adventure|Biography|Drama,7.0999999,64.0,147875,43250000.0,367.0,396.0,0,1,No,No,No,No,No
PG-13,Drama,7.4000001,89.0,34667,1330000.0,374.0,,0,0,No,No,No,No,No
PG,Family|Fantasy|Musical,7.30000019,65.0,195216,504010000.0,498.0,100.0,2,10,No,No,No,No,No
R,Comedy,6.5999999,52.0,256133,6110000.0,293.0,839.0,0,0,No,No,No,No,No
R,Action|Adventure|Comedy,7.69999981,58.0,421034,128250000.0,421.0,213.0,0,2,No,No,No,No,No
R,Drama,7.5999999,92.0,33871,,254.0,3740.0,2,7,No,No,No,No,No
PG-13,Action|Crime|Thriller,7.19999981,67.0,289500,350030000.0,430.0,321.0,7,11,No,No,No,No,No
PG-13,Comedy|Music,6.5,63.0,104104,183440000.0,225.0,540.0,1,2,No,No,No,No,No
,Drama|Romance|Thriller,7.5999999,75.0,10275,,115.0,,0,0,No,No,No,No,No
R,Crime|Drama|Thriller,7.9000001,76.0,315815,32280000.0,540.0,485.0,5,37,No,No,No,No,No
PG,Animation|Adventure|Comedy,7.4000001,81.0,26311,19370000.0,226.0,,0,11,No,No,No,No,No
R,Comedy|Drama,7.30000019,68.0,147180,31240000.0,324.0,862.0,0,1,No,No,No,No,No
R,Action|Crime|Thriller,7.19999981,68.0,274795,43000000.0,376.0,125.0,0,0,No,No,No,No,No
R,Action|Crime|Drama,7.0,79.0,49121,5750000.0,356.0,1678.0,1,9,No,No,No,No,No
PG,Animation|Adventure|Comedy,8.10000038,78.0,252756,341260000.0,422.0,80.0,5,16,No,No,No,No,No
PG-13,Action|Adventure|Sci-Fi,6.69999981,44.0,442880,330250000.0,715.0,90.0,0,2,No,No,No,No,No
PG-13,Biography|Drama|Romance,7.69999981,72.0,285961,35887263.0,423.0,230.0,7,37,No,Yes,No,Yes,No
Not Rated,Drama|War,8.30000019,73.0,22799,110000.0,113.0,,0,1,No,No,No,No,No
R,Comedy|Drama|Thriller,8.10000038,77.0,103745,3080000.0,287.0,1036.0,1,2,No,No,No,No,No
PG,Adventure|Drama|Family,7.5,77.0,176667,364000000.0,404.0,88.0,4,12,No,No,No,No,No
PG-13,Action|Adventure|Crime,6.19999981,42.0,65866,34260000.0,,,0,0,No,No,No,No,No
R,Comedy,6.5999999,54.0,79665,101980000.0,158.0,3213.0,0,0,No,No,No,No,No
R,Action|Adventure|Sci-Fi,6.80000019,51.0,54790,9240000.0,279.0,537.0,0,0,No,No,No,No,No
PG-13,Drama|Sport,7.69999981,82.0,166218,109710000.0,447.0,438.0,4,12,No,No,No,No,No
R,Action|Comedy|Crime,7.0999999,75.0,181222,110820000.0,365.0,520.0,1,7,No,No,No,No,No
PG,Animation|Action|Adventure,5.4000001,42.0,1153,14170000.0,64.0,44.0,0,0,No,No,No,No,No
PG-13,Drama|Music|Romance,6.9000001,73.0,12059,14610000.0,71.0,3727.0,0,0,No,No,No,No,No
R,Drama,8.19999981,86.0,199790,14680000.0,445.0,203.0,13,35,No,Yes,No,No,Yes
,Adventure|Drama|Thriller,7.30000019,80.0,6984,280000.0,101.0,,1,2,No,No,No,No,No
PG,Animation|Adventure|Family,7.5999999,80.0,4191,50000.0,73.0,,0,0,No,No,No,No,No
PG-13,Adventure|Family|Fantasy,7.69999981,66.0,142249,229180000.0,,,2,13,No,No,No,No,No
R,Biography|Drama,7.5,60.0,54179,,279.0,1291.0,0,13,No,No,No,No,No
R,Horror|Mystery,6.9000001,83.0,126401,14670000.0,545.0,123.0,0,3,No,No,No,No,No
PG-13,Biography|Drama,7.5,74.0,102014,125030000.0,340.0,78.0,1,7,No,No,No,No,No
R,Horror,6.9000001,63.0,16032,,97.0,81.0,0,0,No,No,No,No,No
R,Comedy|Drama|Music,7.30000019,64.0,49919,2700000.0,307.0,843.0,1,7,No,No,No,No,No
R,Action|Drama|Sci-Fi,8.10000038,77.0,442119,226280000.0,590.0,62.0,1,15,No,No,No,No,No
PG-13,Drama,7.5,72.0,93164,18656400.0,32.0,1941.0,7,9,No,No,No,No,Yes
PG-13,Action|Adventure|Crime,6.19999981,47.0,36117,58400000.0,239.0,39.0,0,0,No,No,No,No,No
R,Action|Crime|Drama,7.5999999,82.0,227546,46880000.0,496.0,187.0,1,32,No,No,No,No,No
PG,Animation|Drama|Family,7.80000019,72.0,16047,400000.0,151.0,4874.0,0,1,No,No,No,No,No
PG-13,Drama,7.19999981,92.0,11851,1070000.0,173.0,,2,3,No,No,No,No,No
PG-13,Drama|Fantasy,7.80000019,76.0,10287,2170000.0,,,0,7,No,No,No,No,No
R,Comedy|Fantasy|Horror,7.5999999,76.0,77148,3330000.0,306.0,1191.0,2,2,No,No,No,No,No
PG-13,Action|Adventure|Drama,7.5,82.0,152043,146880000.0,422.0,195.0,4,8,No,No,No,No,No
R,Crime|Drama|Mystery,7.9000001,68.0,316906,54120000.0,618.0,106.0,8,25,No,No,No,No,No
R,Comedy|Drama|Romance,7.0999999,82.0,109436,8699235.0,366.0,159.0,2,13,No,No,No,No,No
PG,Animation|Comedy|Drama,7.30000019,59.0,16802,238240000.0,,,0,3,No,No,No,No,No
PG-13,Action|Adventure|Sci-Fi,7.9000001,75.0,374730,408080000.0,572.0,73.0,0,6,No,No,No,No,No
R,Biography|Comedy|Drama,7.80000019,76.0,39918,20910000.0,290.0,32.0,3,17,No,No,No,No,No
PG,Animation|Adventure|Comedy,8.0,81.0,36445,233410000.0,,,0,11,No,No,No,No,No
R,Drama|Romance,7.0999999,94.0,21691,4250000.0,258.0,2931.0,5,11,No,No,No,No,No
R,Comedy|Drama,7.9000001,72.0,64766,5880000.0,247.0,98.0,0,6,No,No,No,No,No
PG-13,Horror|Thriller,6.19999981,55.0,74201,65070000.0,384.0,185.0,0,1,No,No,No,No,No
R,Biography|Crime|Drama,7.0,55.0,101195,1870000.0,269.0,274.0,1,2,No,No,No,No,No
R,Drama|Horror|Thriller,4.9000001,53.0,49945,30000.0,190.0,524.0,0,0,No,No,No,No,No
R,Drama|Mystery|Thriller,6.5999999,48.0,60253,75310000.0,,,1,4,No,No,No,No,No
R,Action|Drama|Romance,7.19999981,60.0,24252,39800000.0,232.0,74.0,0,2,No,No,No,No,No
PG-13,Adventure|Drama|Sci-Fi,8.0,80.0,528908,228430000.0,586.0,221.0,7,47,No,Yes,No,No,No
PG-13,Drama|History|Thriller,7.5999999,81.0,204054,72310000.0,469.0,168.0,6,33,No,Yes,No,No,No
R,Comedy|Drama|Thriller,7.30000019,89.0,21561,,249.0,126.0,7,15,No,No,No,No,No
R,Action|Horror,6.4000001,22.0,9965,23930000.0,113.0,16.0,0,0,No,No,No,No,No
PG-13,Action|Adventure|Fantasy,6.69999981,62.0,189562,168050000.0,524.0,114.0,0,0,No,No,No,No,No
PG-13,Drama,8.0,69.0,6566,9870000.0,164.0,37.0,5,30,No,Yes,No,No,No
PG-13,Action|Adventure|Sci-Fi,8.10000038,65.0,227448,501900000.0,555.0,7.0,0,6,No,No,No,No,No
PG-13,Comedy|Drama|Musical,8.69999981,93.0,78781,77300000.0,433.0,2.0,40,89,No,Yes,Yes,No,Yes
R,Drama|War,7.5,89.0,28106,1780000.0,313.0,2476.0,9,16,No,No,No,No,No
R,Crime|Drama|War,7.0999999,81.0,5679,120000.0,123.0,3709.0,0,0,No,No,No,No,No
R,Drama|History|War,7.80000019,76.0,9002,,80.0,324.0,0,0,No,No,No,No,No
R,Action|Crime|Music,7.69999981,86.0,258004,107830000.0,519.0,63.0,3,11,No,No,No,No,No
PG-13,Action|Adventure|Sci-Fi,7.69999981,67.0,332731,389810000.0,523.0,66.0,1,2,No,No,No,No,No
PG-13,Drama,7.69999981,83.0,21589,840000.0,229.0,3004.0,0,7,No,No,No,No,No
R,Drama,8.39999962,96.0,17469,35160000.0,277.0,32.0,18,71,No,Yes,No,Yes,No
R,Crime|Horror|Thriller,7.0999999,79.0,51933,3220000.0,375.0,259.0,0,0,No,No,No,No,No
PG-13,Comedy|Drama,7.5999999,69.0,14782,54608.0,85.0,488.0,0,0,No,No,No,No,No
PG-13,Biography|Comedy|Drama,7.0,71.0,24036,27370107.0,213.0,188.0,3,17,No,No,No,No,No
R,Action|Drama|History,7.30000019,48.0,69707,52822418.0,225.0,161.0,0,0,No,No,No,No,No
R,Biography|Crime|Drama,7.5999999,71.0,22149,25900000.0,243.0,23.0,0,12,No,No,No,No,No
,Drama|Romance,7.0999999,74.0,997,10000.0,27.0,1820.0,0,0,No,No,No,No,No
R,Horror|Mystery,6.69999981,83.0,89793,25140000.0,474.0,166.0,2,7,No,No,No,No,No
Not Rated,Adventure|Drama,7.9000001,82.0,11588,1320000.0,194.0,3573.0,0,0,No,No,No,No,No
PG,Animation|Adventure|Family,7.9000001,83.0,56049,48019281.0,246.0,147.0,3,10,No,No,No,No,No
R,Comedy|Drama,7.69999981,83.0,3020,130467.0,100.0,201.0,0,10,No,No,No,No,No
R,Comedy,6.5999999,39.0,10274,51830000.0,107.0,51.0,0,0,No,No,No,No,No
R,Drama|Horror|Thriller,6.9000001,69.0,8335,,101.0,48.0,1,4,No,No,No,No,No
R,Drama|Thriller,7.69999981,67.0,46191,10430000.0,337.0,34.0,2,40,No,No,No,No,No
PG-13,Biography|Drama|History,7.4000001,75.0,28135,45200000.0,286.0,8.0,10,24,No,Yes,No,No,No
R,Drama|History|Thriller,7.5999999,69.0,7375,14680000.0,130.0,8.0,0,0,No,No,No,No,No
PG-13,Biography|Drama|Romance,7.0999999,79.0,9367,159615.0,199.0,117.0,0,14,No,No,No,No,No
PG-13,Drama|Romance,6.5999999,23.0,11436,29850000.0,131.0,64.0,1,2,No,No,No,No,No
PG,Biography|Drama|History,7.9000001,74.0,9938,61890000.0,148.0,9.0,3,23,No,Yes,No,No,No
R,Comedy|Drama,7.9000001,94.0,39099,41610000.0,209.0,20.0,11,51,No,Yes,No,No,No
PG-13,Horror|Thriller,7.5999999,76.0,2416,,193.0,3.0,0,1,No,No,No,No,No
R,Drama,8.5,99.0,14324,11480000.0,217.0,15.0,24,79,Yes,Yes,No,No,No
PG-13,Action|Drama|History,8.10000038,94.0,331183,188370000.0,580.0,26.0,9,43,No,Yes,No,No,No
R,Crime|Drama,8.30000019,88.0,71689,37250000.0,408.0,4.0,22,57,No,Yes,No,No,No
R,Horror|Mystery|Thriller,7.69999981,84.0,241946,175850000.0,633.0,15.0,17,46,No,Yes,No,No,No
TV-MA,Documentary|Biography,7.80000019,73.0,631,,19.0,,0,0,No,No,No,No,No
R,Biography|Crime|Drama,7.0999999,72.0,11044,24530000.0,193.0,51.0,0,4,No,No,No,No,No
PG-13,Biography|Drama,7.19999981,66.0,4799,10050000.0,67.0,301.0,1,2,No,No,No,No,No
R,Comedy|Drama|Romance,7.69999981,86.0,67615,42870000.0,300.0,82.0,3,21,No,No,No,No,No
R,Biography|Comedy|Drama,7.69999981,77.0,23050,18900000.0,185.0,14.0,10,36,No,No,No,No,No
R,Adventure|Drama|Fantasy,7.9000001,86.0,47034,37900000.0,594.0,1.0,22,81,No,Yes,No,No,No
R,Drama,7.80000019,92.0,15058,5660000.0,226.0,71.0,8,23,No,No,No,No,No
R,Drama|Romance,8.30000019,93.0,38170,11300000.0,300.0,7.0,15,55,No,Yes,No,No,No
R,Drama|Romance,8.39999962,90.0,7380,10710000.0,180.0,11.0,9,30,No,Yes,No,No,No
PG-13,Biography|Drama|History,6.80000019,58.0,12888,22250000.0,164.0,151.0,1,5,No,No,No,No,No
PG-13,Crime|Drama,6.30000019,58.0,3205,11940000.0,86.0,115.0,0,2,No,No,No,No,No
PG-13,Biography|Drama|History,7.4000001,83.0,21292,58790000.0,291.0,6.0,0,22,No,Yes,No,No,No
